367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
367,0
457,0
456,0
455,0
455,0
454,0
454,0
453,0
453,0
453,0
452,0
452,0
451,0
451,0
450,0
450,0
450,0
449,0
449,0
448,0
448,0
447,0
447,0
447,0
446,0
446,0
446,0
445,0
445,0
444,0
444,0
443,0
443,0
443,0
442,0
442,0
441,0
441,0
441,0
440,0
440,0
439,0
439,0
439,0
438,0
438,0
438,0
437,0
437,0
437,0
436,0
436,0
435,0
435,0
435,0
434,0
434,0
434,0
433,0
433,0
433,0
432,0
432,0
432,0
432,0
431,0
431,0
430,0
430,0
430,0
429,0
429,0
429,0
428,0
428,0
428,0
428,0
427,0
427,0
427,0
426,0
426,0
426,0
425,0
425,0
425,0
425,0
424,0
424,0
424,0
423,0
423,0
423,0
422,0
422,0
422,0
422,0
421,0
421,0
421,0
420,0
420,0
420,0
419,0
419,0
419,0
419,0
418,0
418,0
418,0
417,0
417,0
417,0
416,0
416,0
416,0
416,0
415,0
415,0
415,0
415,0
414,0
414,0
414,0
414,0
413,0
413,0
413,0
413,0
412,0
412,0
412,0
411,0
411,0
411,0
411,0
410,0
410,0
410,0
410,0
409,0
409,0
409,0
409,0
408,0
408,0
408,0
408,0
407,0
407,0
407,0
407,0
407,0
406,0
406,0
406,0
406,0
405,0
405,0
405,0
405,0
405,0
404,0
404,0
404,0
404,0
403,0
403,0
403,0
403,0
402,0
402,0
402,0
402,0
402,0
401,0
401,0
401,0
401,0
400,0
400,0
400,0
400,0
400,0
400,0
399,0
399,0
399,0
399,0
398,0
398,0
398,0
398,0
398,0
398,0
397,0
397,0
397,0
397,0
397,0
397,0
396,0
396,0
396,0
396,0
396,0
396,0
395,0
395,0
395,0
395,0
395,0
395,0
395,0
394,0
394,0
394,0
394,0
394,0
393,0
393,0
393,0
393,0
393,0
393,0
392,0
392,0
392,0
392,0
392,0
391,0
391,0
391,0
391,0
391,0
391,0
390,0
390,0
390,0
390,0
390,0
390,0
389,0
389,0
389,0
389,0
389,0
389,0
389,0
388,0
388,0
388,0
388,0
388,0
388,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
386,0
386,0
386,0
386,0
386,0
386,0
386,0
386,0
386,0
385,0
385,0
385,0
385,0
385,0
385,0
385,0
385,0
385,0
384,0
384,0
384,0
384,0
384,0
384,0
384,0
383,0
383,0
383,0
383,0
383,0
383,0
383,0
383,0
383,0
382,0
382,0
382,0
382,0
382,0
382,0
382,0
381,0
381,0
381,0
381,0
381,0
381,0
381,0
381,0
381,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
380,0
379,0
379,0
379,0
379,0
379,0
379,0
379,0
379,0
379,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
378,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
377,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
376,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
375,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
374,0
373,0
373,0
373,0
373,0
373,0
373,0
373,0
373,0
373,0
373,0
372,0
373,0
373,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
372,0
